id,prob
598,0.6907492424381205
12048,0.17236438141315627
40908,0.6785649883653811
33283,0.9852954035392083
40600,1.35041921937739e-10
19805,0.0024363272927297158
20784,0.9698151584739665
19048,0.006199812562326526
37061,0.98063748694942
3983,5.115597484554616e-08
10403,2.752392047332014e-06
28874,0.982142205133767
11099,0.9962517149076832
12940,0.9998324741259672
41437,0.0035029780746092913
3554,0.780162921173995
22356,0.5279595765531845
23521,3.0289766815752795e-08
19043,0.996693780147325
30978,0.9897526259798392
39297,0.9411424131405564
39470,0.9872150994120076
22235,0.5925848181223422
35270,0.9986759077618522
6693,0.8124051138221173
5657,0.31987946721732347
32121,0.8142676730511661
20400,0.1455791946223805
17806,0.4671955207780952
22512,0.9105082291484627
28606,0.8248550102557085
48490,0.00020673372078237816
1403,0.9813144673294857
17124,0.003966549652500238
27901,0.034970088350913024
20999,0.9943326369964315
35827,0.2132819551779557
26701,0.09669982164814675
48095,0.0708234291890762
12253,0.5505774662983777
11177,0.009115253080654523
7686,0.003149091629232619
36491,0.007244000849617891
27051,0.1404389435614826
3700,0.9918673596546089
32648,0.7199802987643633
16627,0.9999432581311836
14605,0.0006223880752741886
11235,0.9001759758797433
6006,0.0610763119580744
44976,0.0939183443830911
23594,0.02691450382201991
24771,0.0007159445631929076
34332,0.8872050391663141
19847,0.9903302872815489
37046,0.00023133511573141904
3358,0.6315484974553397
47112,0.008916342916360146
4522,0.007502363553128931
37803,0.797351828507927
41939,0.9761254431154
3882,0.9967367362886009
25287,2.390213610357259e-05
46006,0.8589829820209166
36394,0.2970613133267749
19123,0.7933019766631786
37707,4.5991320008623604e-05
18962,0.017193626064930256
34016,0.9991526786675954
33850,0.010978315660924737
12106,0.005956811263662415
30158,0.5016860704639486
11406,0.9997296154545733
36719,0.9979541778263026
6521,0.9989200055216649
37565,0.4645734375516589
9404,0.9775899398550376
31922,0.26346111066530337
26954,0.1702415754826175
42225,0.9531143550954934
26929,0.9413679599031574
22202,0.9309106241955523
480,0.019668978846106133
15022,0.9743044761058145
13299,0.6116248002593934
44668,0.002399518682636746
13588,0.9109395869233345
36871,0.9451509640041723
43907,0.9996275178916325
4789,0.14812982625683693
11538,0.04602546514199214
41758,0.6626244012020702
33352,0.9614140987750915
32596,0.321242580690637
27669,0.018979086335398153
46771,0.7775754622637374
17018,0.9997490425674685
31622,0.8208450442202636
16225,0.008221065831731818
18878,0.7780566636603528
19476,0.9462862451916797
25314,0.9853768798574898
41037,0.8160462531873923
34298,0.32231921644615863
7893,0.18399410354772386
30635,0.9767405309725976
12052,0.7033008219680397
24816,0.877558995556571
46217,0.9532971170377894
27550,0.8132816985964019
45642,0.9892155780057984
15635,0.00028068721599757264
29120,0.9722816510355567
42335,0.9999841720473721
47655,0.3328043599742969
30227,0.0006984027158450915
48625,0.9998953194470934
40005,0.9753322087273885
26223,0.9443866116910807
38348,0.0031441977758865786
9217,0.9981923469214444
18785,0.999981117942589
40335,0.992394271636636
14266,0.0004274484132079723
43974,0.9991190879221643
46282,0.9992217310701157
44011,0.00415672069305418
38808,0.9977478303457741
20559,0.0013013245171238105
2150,0.0034227772663856073
44500,0.08287310582315793
2237,4.9605319501907565e-08
40275,8.018692547227451e-07
3545,0.9839252003620679
19680,0.9999582950500744
20363,0.9964607548813625
39706,0.0012464064601985115
44823,0.9241059706310736
37537,0.042558337907640444
49783,0.9998526569669338
15042,0.6650555179446649
38773,0.9999832478507266
12725,0.007740073557116933
34341,0.9997565393020779
14057,0.9707655605222436
48392,0.8256740965732048
46800,0.16345309139150074
4596,0.09257793184298231
49773,0.5247622295793822
41011,0.06007768255534059
20447,0.0006467338253700546
31965,0.24644463135179864
45221,0.28359115156236336
28223,0.02432388809849836
28355,0.9839872360804423
14832,0.588653833349662
6426,0.3440782630714184
34101,0.9999999997639624
26530,5.977348803211524e-13
9133,0.9999629794393928
9636,0.0022144007777160648
41268,0.024978462597793207
31698,0.999874677878793
39268,0.9073640288318594
41832,0.947010227994504
